0,638928.90625,41899.53125,8311.0
1,5.078125,2.03125,1.0
2,0.0,0.0,1.0
3,6726.5625,291.5625,115.0
4,0.0,0.0,1.0
5,353686.71875,18942.03125,5486.0
6,207019.53125,10959.53125,2915.0
7,421527.34375,27092.03125,5914.0
8,220621.09375,10244.6875,3058.0
9,1778.125,177.8125,293.0
10,0.0,0.0,1.0
11,0.0,0.0,1.0
12,261826.5625,13148.59375,4174.0
13,0.0,0.0,1.0
14,0.0,0.0,1.0
15,21500.0,1422.03125,344.0
16,0.0,0.0,1.0
17,0.0,0.0,1.0
18,742652.34375,53974.375,9206.0
19,205544.53125,11377.03125,2935.0
20,277610.15625,15858.125,4225.0
21,168935.9375,8150.46875,2135.0
22,301000.0,22083.4375,5035.0
23,63170.3125,3405.0,902.0
24,0.0,0.0,1.0
25,181405.46875,8066.5625,2459.0
26,558196.875,35187.96875,8115.0
27,193624.21875,10257.1875,2733.0
28,211630.46875,10971.875,2861.0
29,137167.96875,6179.0625,2134.0
30,500.0,12.5,5.0
31,148636.71875,8225.9375,2302.0
32,0.0,0.0,1.0
33,272503.125,13372.34375,3593.0
34,0.0,0.0,1.0
35,4131.25,206.5625,65.0
36,0.0,0.0,1.0
37,3278.125,164.84375,41.0
38,0.0,0.0,1.0
39,131137.5,5227.1875,1821.0
40,175308.59375,6422.34375,2315.0
41,444836.71875,23930.9375,6464.0
42,445401.5625,26804.375,6537.0
43,0.0,0.0,1.0
44,0.0,0.0,1.0
45,297188.28125,17250.3125,4498.0
46,189103.90625,9079.0625,2559.0
47,315206.25,18249.6875,4667.0
48,602787.5,38762.34375,8048.0
49,540234.375,33419.6875,7487.0
50,32018.75,4050.0,421.0
51,3895.703125,409.53125,377.0
52,119291.40625,5159.84375,1497.0
53,436066.40625,27110.3125,6577.0
54,224522.65625,11182.1875,2862.0
55,65353.125,8827.1875,798.0
56,305575.0,17468.4375,4124.0
57,67740.625,4148.125,781.0
58,177196.875,7943.28125,2269.0
59,59254.296875,8090.3125,761.0
60,36928.125,4485.9375,454.0
61,25741.40625,4581.5625,439.0
62,312623.4375,15648.59375,4627.0
63,0.0,0.0,1.0
64,0.0,0.0,1.0
65,0.0,0.0,1.0
66,0.0,0.0,1.0
67,0.0,0.0,1.0
68,0.0,0.0,1.0
69,0.0,0.0,1.0
70,0.0,0.0,1.0
71,0.0,0.0,1.0
72,0.0,0.0,1.0
73,0.0,0.0,1.0
74,0.0,0.0,1.0
75,384048.4375,21699.375,6046.0
76,0.0,0.0,1.0
77,0.0,0.0,1.0
78,0.0,0.0,1.0
79,0.0,0.0,1.0
80,0.0,0.0,1.0
81,193245.3125,11545.3125,2854.0
82,127104.6875,6164.6875,1752.0
83,0.0,0.0,1.0
84,0.0,0.0,1.0
85,0.0,0.0,1.0
86,0.0,0.0,1.0
87,0.0,0.0,1.0
88,0.0,0.0,1.0
89,0.0,0.0,1.0
90,663003.90625,45348.90625,8826.0
91,0.0,0.0,1.0
92,0.0,0.0,1.0
93,0.0,0.0,1.0
94,72315.625,4557.1875,946.0
95,0.0,0.0,1.0
96,357438.28125,18358.75,5655.0
97,352157.03125,18456.25,5620.0
98,0.0,0.0,1.0
99,586202.34375,72451.25,7737.0
100,32903.125,2342.65625,453.0
101,7.03125,2.8125,1.0
102,0.0,0.0,1.0
103,0.0,0.0,1.0
104,0.0,0.0,1.0
105,10109.375,413.28125,114.0
106,0.0,0.0,1.0
107,1125.0,40.625,17.0
108,383763.28125,19177.1875,6024.0
109,0.0,0.0,1.0
110,0.0,0.0,1.0
111,0.0,0.0,1.0
112,0.0,0.0,1.0
113,0.0,0.0,1.0
114,0.0,0.0,1.0
115,0.0,0.0,1.0
116,176790.625,10180.78125,2307.0
117,0.0,0.0,1.0
118,0.0,0.0,1.0
119,0.0,0.0,1.0
120,0.0,0.0,1.0
121,0.0,0.0,1.0
122,0.0,0.0,1.0
123,0.0,0.0,1.0
124,0.0,0.0,1.0
125,0.0,0.0,1.0
126,0.0,0.0,1.0
127,248850.78125,20685.3125,4395.0
128,0.0,0.0,1.0
129,0.0,0.0,1.0
130,0.0,0.0,1.0
131,0.0,0.0,1.0
132,0.0,0.0,1.0
133,0.0,0.0,1.0
134,0.0,0.0,1.0
135,0.0,0.0,1.0
136,0.0,0.0,1.0
137,0.0,0.0,1.0
138,0.0,0.0,1.0
139,0.0,0.0,1.0
140,0.0,0.0,1.0
141,0.0,0.0,1.0
142,0.0,0.0,1.0
143,0.0,0.0,1.0
144,0.0,0.0,1.0
145,0.0,0.0,1.0
146,0.0,0.0,1.0
147,0.0,0.0,1.0
148,193138.28125,10035.15625,2634.0
149,0.0,0.0,1.0
150,204772.65625,10890.625,2898.0
151,0.0,0.0,1.0
152,0.0,0.0,1.0
153,118042.96875,5078.75,1756.0
154,0.0,0.0,1.0
155,0.0,0.0,1.0
156,0.0,0.0,1.0
157,411318.75,22057.65625,6079.0
158,0.0,0.0,1.0
159,0.0,0.0,1.0
160,0.0,0.0,1.0
161,0.0,0.0,1.0
162,0.0,0.0,1.0
163,0.0,0.0,1.0
164,0.0,0.0,1.0
165,0.0,0.0,1.0
166,0.0,0.0,1.0
167,0.0,0.0,1.0
168,0.0,0.0,1.0
169,0.0,0.0,1.0
170,349338.28125,18732.03125,5317.0
171,227567.96875,12585.46875,3777.0
172,217708.59375,10757.03125,3022.0
173,411690.625,26625.9375,6053.0
174,0.0,0.0,1.0
175,28046.875,3160.625,470.0
176,695355.46875,45899.0625,8721.0
177,0.0,0.0,1.0
178,450285.15625,26399.0625,6168.0
179,0.0,0.0,1.0
180,0.0,0.0,1.0
181,219089.0625,10547.65625,2983.0
182,3643.75,182.1875,65.0
183,148637.5,5667.5,2013.0
184,0.0,0.0,1.0
185,426128.90625,23936.09375,5849.0
186,0.0,0.0,1.0
187,0.0,0.0,1.0
188,0.0,0.0,1.0
189,0.0,0.0,1.0
190,0.0,0.0,1.0
191,0.0,0.0,1.0
192,0.0,0.0,1.0
193,0.0,0.0,1.0
194,100034.375,4356.71875,1838.0
195,0.0,0.0,1.0
196,0.0,0.0,1.0
197,0.0,0.0,1.0
198,219917.1875,12228.75,3279.0
199,606811.71875,32149.53125,8165.0
200,203030.46875,9843.90625,2731.0
201,304215.625,16780.0,4653.0
202,0.0,0.0,1.0
203,0.0,0.0,1.0
204,0.0,0.0,1.0
205,4265.625,197.1875,71.0
206,0.0,0.0,1.0
207,0.0,0.0,1.0
208,0.0,0.0,1.0
209,0.0,0.0,1.0
210,0.0,0.0,1.0
211,128096.09375,5361.71875,1795.0
212,0.0,0.0,1.0
213,0.0,0.0,1.0
214,0.0,0.0,1.0
215,0.0,0.0,1.0
